Ambient Temperature (C),Beam Irradiance (W/m^2),Cell Temperature (C),Diffuse Irradiance (W/m^2),Plane of Array Irradiance (W/m^2),Size,Wind Speed (m/s)
22.0,881.0,63.964,106.0,954.967,4.0,0.0
18.0,829.0,56.377,108.0,869.876,5.0,0.0
6.0,241.0,21.332,257.0,464.949,4.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,1.0
9.0,0.0,6.254,11.0,10.407,5.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
11.0,0.0,8.67,9.0,8.513,4.0,1.0
7.0,0.0,7.0,0.0,0.0,2.0,3.0
1.0,0.0,1.0,0.0,0.0,4.0,2.0
7.0,0.0,7.0,0.0,0.0,5.0,3.0
6.0,0.0,6.0,0.0,0.0,1.0,0.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
8.0,0.0,8.643,92.0,87.701,2.0,2.0
10.0,0.0,10.0,0.0,0.0,3.0,0.0
7.0,15.0,13.349,216.0,224.498,5.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
8.0,192.0,7.409,24.0,25.342,1.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
8.0,0.0,8.0,0.0,0.0,2.0,2.0
19.0,343.0,32.095,144.0,260.232,5.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,0.0
14.0,788.0,43.262,90.0,657.078,5.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
19.0,627.0,40.88,126.0,500.342,1.0,0.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
9.0,0.0,9.0,0.0,0.0,1.0,2.0
8.0,46.0,18.071,160.0,193.212,5.0,0.0
8.0,288.0,11.065,23.0,95.795,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
3.0,0.0,1.312,18.0,17.048,1.0,2.0
4.0,489.0,11.028,53.0,284.766,1.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,3.0
-1.0,0.0,-1.0,0.0,0.0,4.0,2.0
14.0,0.0,17.21,67.0,63.701,4.0,0.0
14.0,86.0,20.604,193.0,222.249,1.0,1.0
20.0,594.0,57.176,251.0,844.853,2.0,0.0
11.0,0.0,9.294,26.0,24.669,5.0,1.0
7.0,270.0,15.126,91.0,225.16,2.0,0.0
4.0,0.0,2.961,36.0,34.131,4.0,4.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
21.0,849.0,60.308,123.0,909.466,3.0,0.0
6.0,763.0,28.534,79.0,632.116,1.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
11.0,0.0,11.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
10.0,713.0,31.132,72.0,392.765,2.0,0.0
8.0,283.0,10.401,36.0,92.044,4.0,1.0
16.0,0.0,16.0,0.0,0.0,4.0,1.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
11.0,0.0,11.0,0.0,0.0,4.0,2.0
10.0,809.0,43.056,111.0,674.179,5.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0
6.0,0.0,5.136,29.0,27.537,5.0,3.0
19.0,798.0,51.374,110.0,743.885,3.0,0.0
4.0,0.0,4.0,0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
25.0,695.0,49.008,107.0,481.289,5.0,0.0
15.0,0.0,15.0,0.0,0.0,4.0,0.0
5.0,27.0,9.753,125.0,152.629,4.0,2.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
8.0,0.0,3.537,13.0,12.306,3.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,2.0
-2.0,0.0,-3.107,31.0,29.409,5.0,2.0
21.0,619.0,32.599,90.0,297.67,5.0,1.0
6.0,463.0,35.027,232.0,665.844,4.0,0.0
11.0,848.0,53.285,140.0,954.624,4.0,0.0
5.0,640.0,17.418,54.0,376.044,5.0,1.0
1.0,0.0,1.0,0.0,0.0,2.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,3.0,1.0
8.0,597.0,39.428,190.0,718.339,3.0,0.0
9.0,517.0,23.337,61.0,270.024,4.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
16.0,9.0,22.97,213.0,211.166,4.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
8.0,0.0,8.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
11.0,0.0,11.0,0.0,0.0,1.0,1.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
7.0,253.0,27.041,246.0,411.797,1.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,0.0
19.0,0.0,19.0,0.0,0.0,3.0,0.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
3.0,0.0,3.0,0.0,0.0,3.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
13.0,889.0,52.711,108.0,857.503,5.0,0.0
12.0,0.0,12.0,0.0,0.0,5.0,1.0
1.0,0.0,1.0,0.0,0.0,2.0,4.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
21.0,834.0,52.814,121.0,882.309,1.0,1.0
10.0,0.0,10.0,0.0,0.0,2.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,1.0
7.0,62.0,8.539,100.0,111.714,1.0,2.0
0.0,0.0,0.0,0.0,0.0,2.0,1.0
16.0,121.0,36.508,351.0,453.519,3.0,0.0
16.0,0.0,16.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
13.0,0.0,13.0,0.0,0.0,4.0,0.0
7.0,0.0,8.981,106.0,101.277,2.0,1.0
15.0,0.0,15.0,0.0,0.0,3.0,0.0
-1.0,411.0,4.891,32.0,195.619,4.0,1.0
6.0,0.0,6.0,0.0,0.0,2.0,2.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
9.0,0.0,19.848,137.0,137.06,1.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
7.0,544.0,18.614,97.0,340.208,2.0,1.0
-4.0,0.0,-4.0,0.0,0.0,5.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
7.0,0.0,7.0,0.0,0.0,1.0,2.0
12.0,0.0,12.239,43.0,40.786,1.0,0.0
7.0,0.0,4.769,11.0,10.408,4.0,2.0
5.0,635.0,20.061,70.0,434.469,3.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
8.0,0.0,8.0,0.0,0.0,1.0,1.0
7.0,803.0,31.159,74.0,612.066,5.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,0.0
10.0,2.0,17.081,162.0,157.788,1.0,0.0
19.0,701.0,38.362,121.0,552.678,1.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
25.0,674.0,40.626,70.0,290.133,5.0,0.0
3.0,0.0,1.317,25.0,24.596,5.0,2.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
19.0,63.0,36.187,327.0,388.062,1.0,0.0
8.0,0.0,8.0,0.0,0.0,4.0,1.0
22.0,0.0,22.0,0.0,0.0,3.0,0.0
10.0,0.0,10.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
15.0,1.0,18.846,136.0,129.855,1.0,0.0
13.0,0.0,13.869,75.0,71.518,2.0,1.0
15.0,0.0,15.0,0.0,0.0,3.0,0.0
10.0,593.0,16.496,49.0,241.08,3.0,1.0
9.0,0.0,9.0,0.0,0.0,2.0,1.0
12.0,0.0,12.0,0.0,0.0,4.0,0.0
5.0,0.0,6.165,97.0,92.722,3.0,1.0
-4.0,0.0,-4.0,0.0,0.0,3.0,1.0
6.0,330.0,21.587,133.0,375.43,2.0,0.0
11.0,0.0,16.029,135.0,129.107,1.0,0.0
16.0,0.0,16.0,0.0,0.0,5.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,1.0
12.0,266.0,33.203,269.0,445.795,4.0,0.0
11.0,0.0,11.0,0.0,0.0,2.0,0.0
22.0,85.0,38.739,256.0,313.941,2.0,0.0
22.0,82.0,24.645,110.0,119.769,2.0,0.0
1.0,0.0,1.0,0.0,0.0,2.0,2.0
17.0,418.0,50.668,329.0,740.248,5.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
4.0,0.0,1.47,3.0,2.835,3.0,2.0
8.0,0.0,8.0,0.0,0.0,5.0,1.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,1.0,2.0
4.0,0.0,1.542,12.0,11.36,3.0,1.0
15.0,0.0,15.0,0.0,0.0,2.0,1.0
12.0,0.0,10.699,40.0,37.934,1.0,1.0
18.0,0.0,18.0,0.0,0.0,5.0,0.0
11.0,678.0,34.02,64.0,451.846,4.0,0.0
8.0,0.0,8.0,0.0,0.0,2.0,0.0
6.0,0.0,6.0,0.0,0.0,2.0,3.0
17.0,537.0,23.437,57.0,125.16,4.0,0.0
12.0,0.0,12.0,0.0,0.0,4.0,0.0
3.0,0.0,3.0,0.0,0.0,4.0,1.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
5.0,341.0,5.631,51.0,65.024,3.0,3.0
1.0,0.0,1.0,0.0,0.0,2.0,2.0
12.0,794.0,47.919,121.0,801.575,5.0,0.0
8.0,0.0,8.0,0.0,0.0,1.0,1.0
16.0,828.0,55.26,134.0,855.192,1.0,0.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
10.0,58.0,17.202,235.0,295.417,5.0,2.0
14.0,802.0,42.91,108.0,785.672,1.0,1.0
15.0,0.0,15.0,0.0,0.0,3.0,1.0
4.0,71.0,4.242,31.0,60.953,4.0,1.0
11.0,874.0,46.855,106.0,807.751,1.0,0.0
12.0,325.0,11.979,37.0,77.979,4.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
-3.0,0.0,-3.0,0.0,0.0,4.0,2.0
7.0,382.0,22.988,160.0,447.942,2.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,2.0
12.0,829.0,48.73,158.0,989.204,3.0,1.0
19.0,0.0,19.0,0.0,0.0,3.0,0.0
7.0,0.0,13.537,80.0,76.141,3.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
11.0,0.0,10.922,64.0,60.799,3.0,2.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
9.0,387.0,37.037,243.0,565.582,5.0,0.0
19.0,886.0,58.716,103.0,916.338,1.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
21.0,714.0,44.402,101.0,535.606,2.0,0.0
11.0,0.0,11.0,0.0,0.0,5.0,2.0
16.0,385.0,14.365,53.0,55.906,3.0,0.0
8.0,46.0,21.689,374.0,424.088,2.0,2.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
10.0,0.0,10.0,0.0,0.0,4.0,1.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
5.0,0.0,5.098,73.0,69.373,4.0,2.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
4.0,0.0,4.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
2.0,462.0,10.296,70.0,314.505,4.0,2.0
9.0,0.0,5.231,23.0,21.801,2.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,4.0
4.0,0.0,3.586,65.0,62.146,4.0,2.0
16.0,827.0,52.73,98.0,809.231,5.0,0.0
17.0,231.0,19.167,40.0,45.662,2.0,0.0
6.0,648.0,19.952,48.0,336.985,1.0,0.0
-1.0,712.0,13.59,67.0,520.221,1.0,2.0
20.0,491.0,24.572,68.0,132.488,3.0,1.0
7.0,0.0,7.0,0.0,0.0,3.0,4.0
10.0,687.0,43.424,224.0,920.769,5.0,1.0
12.0,0.0,12.0,0.0,0.0,4.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,2.0
-2.0,0.0,-2.0,0.0,0.0,1.0,2.0
14.0,885.0,58.743,130.0,1014.557,4.0,0.0
12.0,328.0,10.066,52.0,53.41,5.0,0.0
5.0,0.0,5.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,2.0,0.0
5.0,0.0,9.387,124.0,119.85,5.0,1.0
5.0,707.0,21.055,67.0,461.604,4.0,1.0
14.0,781.0,44.706,86.0,633.01,1.0,0.0
17.0,0.0,17.0,0.0,0.0,5.0,0.0
16.0,896.0,56.904,104.0,938.447,3.0,0.0
7.0,62.0,8.539,100.0,111.714,5.0,2.0
4.0,0.0,4.0,0.0,0.0,3.0,1.0
15.0,0.0,15.0,0.0,0.0,1.0,0.0
2.0,0.0,1.231,50.0,47.446,5.0,1.0
13.0,7.0,18.414,164.0,167.741,1.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
8.0,838.0,44.826,105.0,770.66,2.0,0.0
11.0,77.0,16.618,161.0,204.21,1.0,1.0
8.0,508.0,20.595,98.0,404.493,5.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
15.0,0.0,11.65,8.0,7.569,4.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,1.0
11.0,0.0,11.0,0.0,0.0,1.0,2.0
6.0,0.0,6.0,0.0,0.0,5.0,0.0
18.0,573.0,25.744,81.0,216.119,2.0,0.0
6.0,0.0,6.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
12.0,774.0,27.498,55.0,454.532,1.0,1.0
9.0,0.0,9.0,0.0,0.0,4.0,0.0
5.0,103.0,8.615,174.0,215.276,5.0,4.0
6.0,0.0,6.0,0.0,0.0,2.0,4.0
10.0,0.0,7.67,16.0,15.158,5.0,1.0
9.0,110.0,22.291,193.0,293.326,2.0,0.0
17.0,6.0,23.03,195.0,193.308,4.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
2.0,0.0,2.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
7.0,0.0,7.0,0.0,0.0,5.0,1.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
20.0,0.0,20.0,0.0,0.0,5.0,0.0
14.0,2.0,19.449,172.0,165.767,5.0,1.0
6.0,0.0,6.505,30.0,28.432,4.0,2.0
7.0,315.0,21.677,147.0,380.775,3.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,1.0
8.0,23.0,7.231,28.0,26.406,5.0,2.0
13.0,0.0,17.482,51.0,48.429,1.0,0.0
4.0,0.0,4.0,0.0,0.0,2.0,3.0
-2.0,359.0,0.373,26.0,153.477,3.0,2.0
8.0,887.0,37.965,83.0,764.752,5.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
23.0,799.0,54.78,98.0,673.859,1.0,0.0
8.0,0.0,9.267,92.0,87.629,1.0,2.0
13.0,470.0,20.249,51.0,151.344,5.0,0.0
5.0,0.0,5.0,0.0,0.0,5.0,3.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
17.0,0.0,22.592,119.0,113.999,4.0,0.0
-4.0,0.0,-4.0,0.0,0.0,2.0,3.0
6.0,0.0,6.0,0.0,0.0,3.0,1.0
16.0,0.0,16.0,0.0,0.0,2.0,0.0
16.0,0.0,16.0,0.0,0.0,1.0,0.0
20.0,525.0,56.663,318.0,847.314,5.0,0.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,5.0,3.0
20.0,540.0,38.272,133.0,409.052,2.0,0.0
-7.0,0.0,-7.0,0.0,0.0,2.0,2.0
19.0,820.0,62.364,156.0,993.431,1.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,2.0
15.0,796.0,37.117,64.0,505.616,2.0,0.0
11.0,172.0,12.78,50.0,103.452,5.0,0.0
6.0,679.0,19.738,69.0,509.947,2.0,2.0
-1.0,0.0,-1.0,0.0,0.0,1.0,1.0
11.0,0.0,11.0,0.0,0.0,3.0,0.0
-3.0,0.0,-3.0,0.0,0.0,5.0,2.0
13.0,0.0,13.0,0.0,0.0,5.0,0.0
10.0,0.0,8.306,26.0,24.768,2.0,2.0
-2.0,86.0,3.131,133.0,200.969,1.0,2.0
1.0,0.0,1.0,0.0,0.0,5.0,0.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
0.0,239.0,2.913,38.0,136.224,5.0,0.0
13.0,876.0,52.497,112.0,851.78,2.0,0.0
20.0,841.0,61.182,124.0,947.776,2.0,0.0
18.0,716.0,50.018,146.0,669.886,4.0,0.0
18.0,568.0,57.591,305.0,901.357,2.0,0.0
9.0,60.0,6.609,32.0,44.015,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,2.0
14.0,0.0,13.361,65.0,61.293,2.0,0.0
5.0,27.0,9.753,125.0,152.629,1.0,2.0
8.0,0.0,8.0,0.0,0.0,3.0,0.0
19.0,840.0,56.488,96.0,827.158,3.0,0.0
13.0,420.0,13.841,43.0,101.274,2.0,2.0
8.0,202.0,12.205,31.0,71.025,5.0,0.0
2.0,0.0,0.302,43.0,41.511,2.0,1.0
5.0,15.0,8.251,161.0,172.546,3.0,3.0
13.0,0.0,16.249,123.0,117.318,4.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
10.0,0.0,12.587,64.0,60.841,3.0,1.0
19.0,0.0,19.0,0.0,0.0,3.0,1.0
4.0,0.0,4.0,0.0,0.0,3.0,0.0
-4.0,0.0,-4.0,0.0,0.0,3.0,1.0
6.0,0.0,10.194,162.0,157.36,3.0,1.0
-2.0,0.0,-2.0,0.0,0.0,1.0,3.0
16.0,0.0,16.09,24.0,22.735,2.0,0.0
17.0,0.0,17.0,0.0,0.0,4.0,0.0
11.0,24.0,27.622,326.0,341.932,2.0,0.0
13.0,4.0,16.586,181.0,175.71,4.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
12.0,648.0,26.765,74.0,262.213,4.0,0.0
-5.0,0.0,-5.0,0.0,0.0,2.0,1.0
13.0,0.0,13.0,0.0,0.0,3.0,1.0
11.0,0.0,11.0,0.0,0.0,3.0,1.0
13.0,7.0,18.91,148.0,153.526,2.0,0.0
7.0,0.0,8.11,105.0,99.852,5.0,2.0
12.0,0.0,12.0,0.0,0.0,3.0,1.0
4.0,489.0,11.028,53.0,284.766,4.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,3.0
6.0,0.0,6.0,0.0,0.0,1.0,1.0
15.0,161.0,37.577,331.0,502.146,5.0,0.0
13.0,79.0,8.914,14.0,10.801,3.0,0.0
-8.0,0.0,-8.0,0.0,0.0,1.0,4.0
11.0,0.0,11.0,0.0,0.0,1.0,0.0
3.0,0.0,3.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
19.0,192.0,40.09,267.0,404.763,4.0,0.0
4.0,27.0,4.877,92.0,99.122,4.0,1.0
16.0,891.0,54.807,83.0,874.824,4.0,0.0
5.0,0.0,5.72,91.0,86.569,5.0,2.0
19.0,790.0,58.786,141.0,887.782,1.0,0.0
15.0,23.0,26.09,219.0,224.547,1.0,0.0
5.0,0.0,5.0,0.0,0.0,1.0,3.0
6.0,0.0,5.922,76.0,72.213,1.0,2.0
5.0,0.0,2.543,5.0,4.727,2.0,2.0
16.0,200.0,44.77,403.0,606.891,5.0,0.0
7.0,0.0,6.006,26.0,25.032,3.0,0.0
12.0,493.0,48.843,301.0,792.769,2.0,0.0
9.0,0.0,9.0,0.0,0.0,3.0,0.0
7.0,0.0,5.545,25.0,23.618,5.0,1.0
0.0,785.0,13.587,56.0,551.197,1.0,4.0
17.0,0.0,17.0,0.0,0.0,1.0,1.0
13.0,846.0,53.311,140.0,967.261,5.0,0.0
9.0,0.0,9.0,0.0,0.0,4.0,1.0
3.0,0.0,3.0,0.0,0.0,5.0,1.0
2.0,0.0,2.553,84.0,82.298,2.0,2.0
7.0,0.0,3.858,37.0,35.084,4.0,0.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
5.0,0.0,3.059,10.0,9.463,1.0,3.0
6.0,0.0,6.0,0.0,0.0,1.0,4.0
10.0,0.0,10.0,0.0,0.0,2.0,0.0
9.0,0.0,6.64,35.0,33.187,2.0,0.0
10.0,0.0,9.462,76.0,73.709,1.0,0.0
4.0,0.0,-1.04,3.0,2.835,1.0,0.0
22.0,863.0,61.105,111.0,868.621,2.0,0.0
9.0,32.0,19.139,197.0,228.505,3.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
9.0,0.0,9.0,0.0,0.0,3.0,3.0
8.0,0.0,8.0,0.0,0.0,3.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,0.0
5.0,103.0,8.615,174.0,215.276,2.0,4.0
7.0,0.0,8.58,19.0,17.992,5.0,0.0
11.0,903.0,52.586,112.0,943.532,5.0,0.0
6.0,0.0,3.994,11.0,10.415,5.0,2.0
15.0,537.0,34.789,135.0,451.078,5.0,0.0
13.0,661.0,33.78,95.0,472.32,1.0,0.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
10.0,0.0,10.0,0.0,0.0,5.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
11.0,0.0,9.501,43.0,40.763,2.0,1.0
11.0,0.0,11.0,0.0,0.0,2.0,1.0
5.0,0.0,5.0,0.0,0.0,5.0,1.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
13.0,421.0,17.684,55.0,83.167,2.0,0.0
14.0,0.0,11.702,6.0,5.676,2.0,1.0
13.0,0.0,21.312,122.0,119.198,3.0,0.0
7.0,868.0,43.387,83.0,784.991,1.0,0.0
14.0,0.0,14.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,4.0,5.0
3.0,0.0,3.0,0.0,0.0,5.0,2.0
15.0,323.0,14.462,31.0,23.857,2.0,0.0
5.0,0.0,2.465,14.0,13.25,5.0,1.0
5.0,117.0,10.978,187.0,256.289,5.0,2.0
20.0,0.0,23.956,84.0,79.812,2.0,0.0
1.0,0.0,0.32,49.0,46.494,4.0,3.0
2.0,0.0,2.0,0.0,0.0,4.0,2.0
6.0,0.0,10.773,9.0,8.518,2.0,0.0
20.0,95.0,39.99,339.0,411.99,2.0,0.0
9.0,616.0,31.974,128.0,434.204,1.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,1.0
16.0,159.0,39.999,335.0,506.502,2.0,0.0
14.0,106.0,35.373,256.0,358.449,2.0,0.0
10.0,0.0,8.114,10.0,9.46,1.0,3.0
19.0,792.0,46.061,123.0,703.314,3.0,1.0
-3.0,0.0,-3.0,0.0,0.0,1.0,2.0
16.0,0.0,16.0,0.0,0.0,3.0,1.0
4.0,0.0,3.439,67.0,63.634,2.0,1.0
-2.0,0.0,-2.0,0.0,0.0,3.0,5.0
7.0,0.0,7.0,0.0,0.0,4.0,4.0
13.0,207.0,36.04,430.0,650.802,3.0,1.0
-9.0,0.0,-9.0,0.0,0.0,5.0,3.0
5.0,0.0,5.0,0.0,0.0,2.0,1.0
5.0,0.0,5.0,0.0,0.0,4.0,1.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
5.0,584.0,24.322,57.0,353.416,5.0,0.0
5.0,0.0,5.0,0.0,0.0,3.0,1.0
7.0,123.0,4.256,14.0,30.66,5.0,0.0
12.0,750.0,27.768,67.0,461.36,1.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,5.0
4.0,0.0,4.0,0.0,0.0,4.0,2.0
10.0,0.0,10.0,0.0,0.0,1.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
11.0,22.0,10.196,51.0,51.624,3.0,2.0
0.0,426.0,7.739,32.0,202.764,4.0,1.0
8.0,0.0,5.837,27.0,25.586,4.0,1.0
4.0,0.0,4.0,0.0,0.0,2.0,2.0
8.0,13.0,15.479,251.0,257.513,3.0,2.0
11.0,853.0,43.415,119.0,838.887,5.0,1.0
2.0,0.0,0.759,34.0,32.231,3.0,3.0
4.0,0.0,1.589,7.0,6.62,2.0,2.0
5.0,0.0,5.0,0.0,0.0,5.0,2.0
6.0,0.0,6.0,0.0,0.0,4.0,1.0
16.0,0.0,16.0,0.0,0.0,5.0,1.0
5.0,0.0,5.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,3.0,2.0
7.0,29.0,7.629,37.0,45.359,3.0,2.0
18.0,836.0,51.787,97.0,713.357,5.0,0.0
21.0,0.0,17.54,4.0,3.78,2.0,0.0
13.0,847.0,50.453,95.0,832.97,4.0,0.0
7.0,330.0,6.353,60.0,63.519,2.0,1.0
12.0,0.0,9.216,2.0,1.89,4.0,1.0
4.0,0.0,4.0,0.0,0.0,1.0,1.0
12.0,863.0,55.489,137.0,976.841,5.0,0.0
15.0,54.0,30.183,382.0,439.384,2.0,1.0
10.0,0.0,10.249,65.0,61.733,5.0,1.0
5.0,3.0,8.96,188.0,185.406,5.0,3.0
-2.0,34.0,-0.101,87.0,112.531,2.0,2.0
-2.0,0.0,-2.351,65.0,63.774,5.0,4.0
6.0,0.0,6.0,0.0,0.0,5.0,1.0
8.0,0.0,8.0,0.0,0.0,5.0,3.0
-1.0,0.0,-1.0,0.0,0.0,2.0,1.0
7.0,37.0,7.538,89.0,91.503,5.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,2.0
16.0,77.0,12.088,15.0,11.528,5.0,0.0
17.0,0.0,17.0,0.0,0.0,2.0,0.0
7.0,719.0,30.636,64.0,451.424,4.0,0.0
22.0,870.0,64.663,127.0,993.82,5.0,0.0
11.0,0.0,11.0,0.0,0.0,3.0,2.0
3.0,0.0,3.0,0.0,0.0,4.0,2.0
10.0,707.0,34.157,88.0,540.382,1.0,0.0
4.0,0.0,3.385,61.0,58.59,4.0,1.0
11.0,0.0,11.0,0.0,0.0,5.0,0.0
1.0,0.0,1.0,0.0,0.0,3.0,2.0
5.0,0.0,5.0,0.0,0.0,2.0,2.0
5.0,0.0,5.0,0.0,0.0,4.0,3.0
6.0,0.0,6.0,0.0,0.0,5.0,2.0
6.0,749.0,23.256,112.0,572.564,1.0,2.0
16.0,5.0,23.28,190.0,186.823,5.0,0.0
13.0,0.0,13.0,0.0,0.0,5.0,2.0
6.0,0.0,3.534,3.0,2.835,1.0,2.0
9.0,0.0,9.0,0.0,0.0,5.0,0.0
4.0,287.0,16.656,110.0,311.911,3.0,1.0
12.0,0.0,12.0,0.0,0.0,1.0,1.0
4.0,0.0,4.0,0.0,0.0,5.0,1.0
25.0,834.0,65.803,125.0,931.992,3.0,0.0
20.0,853.0,52.306,119.0,856.708,2.0,1.0
10.0,776.0,44.383,150.0,787.227,1.0,0.0
18.0,76.0,38.381,369.0,440.295,3.0,0.0
5.0,0.0,2.722,5.0,4.726,1.0,2.0
15.0,0.0,15.0,0.0,0.0,2.0,0.0
22.0,0.0,22.0,0.0,0.0,2.0,0.0
14.0,0.0,19.166,120.0,113.647,5.0,0.0
2.0,0.0,2.0,0.0,0.0,4.0,3.0
16.0,0.0,16.0,0.0,0.0,3.0,1.0
